channel,most_probable_adc,threshold_1_delta,threshold_2_delta
4354,681,5,6
4355,678,5,6
4356,675,5,6
4357,677,5,6
4358,679,5,6
4359,678,5,6
4360,680,5,5
4361,676,5,6
4362,676,5,6
4363,681,5,6
4364,679,5,5
4365,669,5,6
4366,680,5,6
4367,674,5,6
4368,679,5,6
4369,677,5,6
4370,673,5,6
4371,676,5,6
4372,674,5,6
4373,674,5,6
4374,672,3,3
4375,680,5,6
4376,685,5,6
4377,683,5,6
4378,680,5,6
4379,679,5,6
4380,671,5,6
4381,680,5,6
4382,676,5,6
4383,675,5,6
4384,684,5,6
4385,680,5,6
4386,675,5,6
4387,685,5,6
4388,682,5,6
4389,681,5,6
4390,679,5,6
4391,685,5,5
4392,682,5,6
4393,682,5,6
4394,682,5,6
4395,682,5,5
4396,684,5,6
4397,686,5,6
4398,684,5,5
4399,685,5,5
4400,676,5,5
4401,679,5,6
4402,678,5,5
4403,681,5,5
4404,682,5,5
4405,684,5,5
4406,680,5,6
4407,684,5,5
4408,682,5,6
4409,684,5,6
4410,685,5,6
4411,682,5,6
4412,681,5,6
4413,680,5,6
4414,688,5,6
4415,683,5,6
4416,684,5,5
4417,682,5,5
4418,685,5,5
4419,686,5,6
4420,681,5,5
4421,681,5,5
4422,683,5,5
4423,682,5,5
4424,684,5,5
4425,683,5,6
4426,686,5,6
4427,686,5,6
4428,684,5,6
4429,686,5,6
4430,678,5,6
4431,683,5,6
4432,685,5,5
4433,684,5,6
4434,677,5,5
4435,682,5,5
4436,684,5,6
4437,686,5,5
4438,682,5,6
4439,679,5,5
4440,682,5,5
4441,681,5,5
4442,682,4,5
4443,680,5,6
4444,682,4,5
4445,678,5,5
4446,687,5,5
4447,681,5,5
4448,683,5,5
4449,681,5,5
4450,678,5,5
4451,684,5,5
4452,678,5,5
4453,682,5,6
4454,675,5,6
4455,677,5,5
4456,679,5,5
4457,678,5,5
4458,670,5,5
4459,674,5,5
4460,683,5,5
4461,676,4,5
4462,683,5,5
4463,677,5,5
4464,679,5,5
4465,676,5,5
4466,678,5,6
4467,685,5,5
4468,682,5,5
4469,679,4,5
4470,675,5,6
4471,680,5,6
4472,679,5,5
4473,678,5,6
4474,680,5,5
4475,677,5,5
4476,682,5,5
4477,681,5,5
4478,677,5,5
4479,680,5,6
4480,678,5,6
4481,675,5,6
4482,674,5,6
4483,682,5,6
4484,680,5,6
4485,676,5,6
4486,672,5,6
4487,682,5,6
4488,679,5,6
4489,678,5,6
4490,682,5,6
4491,675,5,6
4492,675,5,6
4493,675,5,6
4494,676,5,6
4495,678,5,6
4496,677,5,6
4497,672,5,6
4498,673,5,6
4499,672,5,6
4500,682,5,6
4501,680,5,6
4502,677,5,6
4503,676,5,6
4504,678,5,6
4505,672,5,6
4506,677,5,6
4507,682,5,6
4508,681,5,6
4509,675,5,6
4510,679,5,6
4511,673,5,6
4512,684,5,6
4513,675,5,6
4514,681,5,5
4515,680,5,6
4516,672,5,6
4517,675,5,5
4518,672,5,6
4519,677,5,5
4520,681,5,5
4521,677,5,5
4522,677,5,5
4523,676,5,5
4524,670,5,5
4525,678,5,6
4526,672,5,6
4527,680,5,6
4528,678,5,5
4529,672,5,6
4530,680,5,6
4531,674,5,6
4532,677,5,6
4533,675,5,6
4534,682,5,6
4535,674,5,6
4536,676,5,6
4537,678,5,6
4538,678,5,6
4539,682,5,6
4540,677,5,6
4541,678,5,5
4542,675,5,6
4543,674,5,6
4544,683,5,5
4545,683,4,5
4546,684,4,5
4547,690,4,5
4548,683,4,5
4549,685,4,5
4550,679,4,5
4551,687,4,5
4552,680,4,5
4553,676,5,5
4554,687,4,5
4555,686,4,5
4556,687,4,5
4557,689,4,5
4558,685,5,6
4559,685,5,5
4560,686,5,5
4561,680,4,5
4562,680,4,5
4563,684,4,5
4564,684,4,5
4565,682,4,5
4566,685,4,5
4567,688,4,5
4568,685,4,5
4569,685,4,5
4570,683,4,5
4571,692,4,5
4572,681,4,5
4573,682,4,5
4574,685,4,5
4575,688,4,5
4576,669,5,5
4577,676,5,6
4578,677,5,5
4579,680,5,5
4580,671,5,5
4581,679,5,5
4582,669,5,5
4583,682,5,5
4584,681,5,5
4585,679,5,5
4586,674,5,6
4587,675,5,5
4588,676,5,6
4589,674,5,6
4590,674,5,6
4591,672,5,6
4592,680,4,5
4593,678,4,5
4594,678,5,5
4595,675,4,5
4596,675,4,5
4597,682,4,5
4598,678,4,5
4599,680,5,5
4600,681,4,5
4601,676,4,5
4602,680,5,5
4603,678,5,5
4604,674,5,5
4605,679,4,5
4606,683,4,5
4607,674,5,5
4608,675,5,6
4609,678,5,5
4610,663,5,5
4611,674,5,5
4612,675,5,6
4613,667,5,6
4614,670,5,5
4615,669,5,5
4616,672,5,6
4617,668,5,6
4618,671,5,6
4619,673,5,6
4620,672,5,6
4621,674,5,6
4622,675,5,6
4623,669,5,6
4624,672,5,6
4625,672,5,6
4626,667,5,5
4627,672,5,6
4628,666,5,5
4629,665,5,5
4630,668,5,6
4631,670,5,6
4632,669,5,5
4633,674,5,6
4634,670,5,6
4635,667,5,5
4636,673,5,5
4637,670,5,5
4638,672,5,6
4639,673,5,6
4640,675,5,6
4641,679,5,5
4642,678,5,5
4643,681,5,6
4644,672,5,6
4645,674,5,6
4646,680,5,5
4647,677,5,6
4648,680,5,6
4649,680,5,6
4650,674,5,5
4651,678,5,6
4652,677,5,5
4653,676,5,6
4654,676,5,6
4655,680,5,5
4656,681,5,5
4657,684,5,6
4658,676,5,5
4659,680,5,5
4660,680,5,6
4661,678,5,5
4662,674,5,6
4663,680,5,6
4664,678,5,5
4665,677,5,6
4666,676,5,6
4667,680,5,5
4668,682,5,5
4669,676,5,6
4670,677,5,6
4671,678,5,6
4672,666,5,6
4673,673,5,6
4674,668,5,6
4675,664,5,6
4676,676,5,6
4677,668,5,5
4678,668,5,5
4679,666,5,5
4680,668,5,5
4681,667,5,5
4682,666,5,5
4683,669,5,5
4684,675,5,5
4685,668,5,5
4686,672,5,6
4687,670,5,6
4688,663,5,6
4689,666,5,6
4690,665,5,5
4691,664,5,5
4692,664,5,6
4693,666,5,6
4694,674,5,6
4695,670,5,6
4696,670,5,5
4697,662,5,6
4698,670,5,6
4699,665,5,6
4700,666,5,6
4701,673,5,6
4702,668,5,5
4703,675,5,6
4704,678,5,6
4705,682,5,6
4706,680,5,6
4707,682,5,6
4708,681,5,6
4709,684,5,6
4710,687,5,6
4711,683,5,6
4712,685,5,6
4713,679,5,5
4714,679,5,5
4715,682,5,6
4716,679,5,6
4717,679,5,5
4718,685,5,6
4719,686,5,6
4720,684,5,5
4721,680,5,5
4722,681,5,6
4723,674,5,6
4724,680,5,5
4725,682,5,5
4726,686,5,5
4727,682,5,6
4728,682,5,6
4729,678,5,5
4730,678,5,5
4731,685,5,5
4732,682,5,5
4733,676,5,5
4734,681,5,6
4735,682,5,6
4736,691,5,6
4737,678,5,6
4738,681,5,6
4739,684,5,6
4740,688,5,6
4741,680,5,5
4742,680,5,6
4743,688,5,6
4744,686,5,5
4745,682,5,6
4746,683,5,5
4747,681,5,6
4748,692,5,6
4749,686,5,5
4750,685,5,6
4751,678,5,6
4752,683,5,6
4753,684,5,6
4754,684,5,6
4755,686,5,6
4756,682,5,6
4757,682,5,6
4758,686,5,6
4759,677,5,6
4760,681,5,6
4761,682,5,6
4762,687,5,6
4763,684,5,6
4764,687,5,5
4765,686,5,6
4766,682,5,6
4767,682,5,6
4768,676,5,5
4769,678,4,5
4770,683,4,5
4771,676,4,5
4772,676,5,5
4773,685,5,5
4774,675,5,5
4775,680,4,5
4776,674,5,5
4777,674,5,5
4778,675,5,5
4779,684,5,6
4780,680,5,5
4781,673,5,5
4782,679,5,5
4783,676,5,6
4784,677,5,6
4785,681,5,6
4786,669,5,5
4787,678,5,6
4788,678,5,6
4789,675,5,6
4790,669,5,6
4791,677,5,6
4792,677,5,6
4793,676,5,6
4794,675,5,6
4795,676,5,6
4796,673,5,6
4797,683,5,6
4798,674,5,6
4799,678,6,7
4806,678,6,7
4807,680,6,7
4808,680,5,6
4809,676,5,6
4810,682,5,6
4811,673,5,6
4812,676,5,6
4813,680,5,6
4814,683,5,6
4815,681,5,6
4816,682,5,6
4817,676,5,6
4818,676,5,6
4819,678,5,6
4820,675,5,6
4821,680,5,6
4822,687,5,6
4823,677,5,6
4824,675,5,6
4825,678,5,6
4826,683,5,6
4827,681,5,6
4828,677,5,6
4829,680,5,6
4830,682,5,6
4831,679,5,6
4832,680,5,6
4833,677,5,6
4834,678,5,6
4835,678,5,6
4836,676,5,6
4837,689,5,6
4838,681,5,6
4839,678,5,6
4840,680,5,6
4841,680,5,6
4842,672,5,6
4843,678,5,6
4844,681,5,6
4845,678,5,6
4846,676,5,6
4847,681,5,6
4848,682,5,6
4849,681,5,6
4850,676,5,6
4851,681,5,5
4852,678,5,6
4853,683,5,6
4854,680,5,6
4855,681,5,6
4856,681,5,6
4857,684,5,6
4858,672,5,6
4859,675,5,6
4860,678,5,6
4861,681,5,6
4862,683,5,6
4863,679,5,6
4864,683,5,6
4865,682,5,6
4866,682,5,6
4867,679,5,6
4868,678,5,6
4869,685,5,6
4870,680,5,6
4871,679,5,5
4872,682,5,6
4873,682,5,6
4874,677,5,6
4875,675,5,5
4876,674,5,6
4877,673,5,6
4878,675,5,6
4879,674,5,5
4880,672,5,6
4881,680,5,5
4882,678,5,6
4883,676,5,6
4884,680,5,6
4885,680,5,6
4886,679,5,6
4887,673,5,6
4888,680,5,6
4889,678,5,6
4890,677,5,6
4891,677,5,6
4892,676,5,6
4893,671,5,6
4894,675,5,6
4895,672,5,6
4896,680,5,5
4897,675,5,6
4898,678,5,6
4899,678,5,6
4900,674,5,6
4901,674,5,6
4902,670,5,6
4903,669,5,6
4904,670,5,6
4905,676,5,6
4906,670,5,6
4907,670,5,6
4908,674,5,6
4909,666,5,6
4910,667,5,6
4911,668,5,6
4912,669,5,6
4913,675,5,6
4914,667,5,6
4915,668,5,6
4916,666,5,6
4917,672,5,6
4918,665,5,6
4919,662,5,6
4920,662,5,6
4921,672,5,6
4922,670,5,6
4923,662,5,6
4924,676,5,6
4925,668,5,6
4926,666,5,6
4927,670,5,6
4928,668,5,6
4929,672,5,6
4930,669,5,6
4931,668,5,6
4932,666,5,6
4933,668,5,6
4934,688,5,6
4935,683,5,6
4936,687,5,5
4937,688,5,6
4938,682,5,5
4939,685,5,5
4940,680,5,6
4941,685,5,6
4942,688,5,6
4943,680,5,5
4944,685,5,6
4945,681,5,5
4946,683,5,6
4947,684,5,6
4948,684,5,6
4949,680,5,6
4950,685,5,6
4951,686,5,6
4952,680,5,6
4953,684,5,6
4954,689,5,5
4955,682,5,6
4956,686,5,6
4957,688,5,6
4958,689,5,6
4959,681,5,5
4960,688,5,6
4961,684,5,6
4962,683,5,6
4963,685,5,6
4964,683,5,6
4965,683,5,6
4966,667,5,5
4967,670,5,5
4968,669,5,5
4969,667,5,5
4970,670,5,6
4971,664,5,5
4972,667,5,5
4973,665,5,5
4974,664,5,5
4975,662,5,6
4976,666,5,5
4977,663,5,5
4978,666,5,6
4979,673,5,6
4980,663,5,6
4981,666,5,6
4982,666,5,5
4983,663,5,6
4984,658,5,6
4985,667,4,5
4986,673,5,6
4987,672,5,6
4988,668,5,5
4989,662,5,5
4990,667,5,6
4991,660,5,5
4992,670,5,5
4993,666,5,6
4994,672,5,6
4995,668,5,6
4996,670,5,6
4997,665,5,6
4998,689,5,6
4999,691,5,6
5000,678,5,6
5001,691,5,6
5002,695,5,6
5003,688,5,6
5004,687,5,6
5005,690,5,6
5006,688,5,6
5007,685,5,6
5008,688,5,6
5009,694,5,6
5010,686,5,6
5011,688,5,6
5012,683,5,6
5013,684,5,6
5014,688,5,6
5015,679,5,6
5016,684,5,6
5017,687,5,6
5018,695,5,6
5019,693,5,6
5020,688,5,6
5021,684,5,6
5022,688,5,6
5023,685,5,6
5024,690,5,6
5025,688,5,6
5026,689,5,6
5027,686,5,6
5028,686,5,6
5029,681,5,6
5030,672,5,6
5031,672,5,6
5032,677,5,5
5033,676,5,6
5034,674,5,6
5035,675,5,5
5036,672,5,6
5037,674,5,5
5038,670,5,5
5039,672,5,6
5040,672,5,5
5041,671,5,6
5042,673,5,6
5043,672,5,6
5044,679,5,6
5045,672,5,6
5046,673,5,6
5047,677,5,6
5048,674,5,6
5049,668,5,5
5050,672,5,5
5051,668,5,5
5052,672,5,5
5053,673,5,6
5054,668,5,5
5055,672,5,6
5056,674,5,6
5057,670,5,6
5058,673,5,6
5059,669,6,7
5060,672,20,23
5061,669,6,7
5062,675,5,6
5063,682,5,5
5064,671,5,6
5065,677,5,6
5066,675,5,6
5067,678,5,6
5068,674,5,6
5069,674,5,6
5070,673,5,6
5071,676,5,5
5072,680,5,6
5073,674,5,6
5074,677,5,6
5075,678,5,6
5076,674,5,6
5077,680,5,6
5078,671,5,6
5079,672,5,6
5080,676,5,6
5081,681,5,5
5082,676,5,6
5083,682,5,6
5084,670,5,5
5085,676,5,5
5086,675,5,5
5087,674,5,6
5088,676,5,6
5089,681,5,5
5090,681,5,6
5091,681,5,5
5092,685,5,6
5093,678,5,6
5094,682,5,6
5095,682,5,6
5096,682,5,6
5097,680,5,6
5098,680,5,6
5099,682,5,6
5100,679,5,6
5101,683,5,6
5102,680,5,6
5103,682,5,6
5104,681,5,6
5105,674,5,6
5106,676,5,6
5107,689,5,6
5108,681,5,6
5109,687,5,6
5110,686,5,6
5111,678,5,6
5112,684,5,6
5113,678,5,6
5114,681,5,6
5115,678,5,6
5116,682,5,6
5117,688,5,6
5118,681,5,6
5119,681,5,6
5120,676,5,6
5121,682,5,6
5122,685,5,6
5123,682,5,6
5124,678,5,6
5125,678,5,6
5126,667,6,7
5127,680,6,7
5128,684,5,6
5129,680,6,7
5130,677,5,6
5131,682,5,6
5132,676,5,6
5133,680,5,6
5134,676,6,7
5135,676,5,6
5136,680,6,7
5137,683,5,6
5138,678,5,6
5139,676,5,6
5140,677,5,6
5141,676,5,6
5142,677,5,6
5143,676,5,6
5144,680,5,6
5145,680,5,6
5146,677,5,6
5147,682,5,6
5148,674,5,6
5149,680,5,6
5150,674,5,6
5151,673,5,6
5152,674,5,6
5153,673,5,6
5154,682,5,6
5155,676,6,7
5156,677,6,6
5157,684,5,6
5158,674,5,6
5159,667,5,6
5160,672,6,6
5161,666,5,6
5162,672,6,7
5163,669,5,6
5164,670,5,6
5165,668,5,6
5166,673,5,6
5167,668,5,6
5168,671,5,6
5169,672,5,6
5170,668,5,6
5171,666,5,6
5172,670,6,6
5173,675,5,6
5174,672,6,6
5175,671,5,6
5176,664,5,6
5177,673,5,6
5178,668,5,6
5179,671,5,6
5180,669,5,6
5181,666,5,6
5182,674,5,6
5183,677,5,6
5184,673,5,6
5185,664,5,6
5186,666,5,6
5187,669,5,6
5188,672,6,7
5189,680,6,7
5190,677,5,6
5191,682,5,6
5192,682,5,6
5193,680,5,6
5194,682,5,6
5195,683,5,6
5196,678,5,6
5197,675,5,6
5198,676,5,6
5199,669,5,5
5200,682,5,6
5201,674,5,6
5202,682,5,6
5203,675,5,6
5204,678,5,6
5205,676,5,6
5206,681,5,6
5207,683,5,6
5208,682,5,6
5209,682,5,6
5210,680,5,5
5211,672,5,6
5212,672,5,6
5213,680,5,6
5214,678,5,6
5215,678,5,6
5216,683,5,6
5217,681,5,6
5218,675,5,6
5219,679,5,6
5220,678,5,6
5221,674,5,6
5222,665,5,6
5223,668,5,6
5224,661,5,6
5225,676,5,6
5226,668,5,6
5227,668,5,6
5228,670,5,6
5229,666,5,6
5230,666,5,6
5231,670,3,3
5232,670,5,6
5233,664,5,6
5234,664,5,6
5235,668,5,6
5236,666,5,6
5237,666,5,6
5238,673,5,6
5239,671,5,6
5240,666,5,6
5241,666,5,6
5242,669,5,5
5243,668,5,6
5244,662,5,6
5245,665,5,6
5246,668,5,6
5247,666,5,6
5248,668,5,6
5249,669,5,6
5250,667,5,6
5251,667,5,6
5252,661,5,6
5253,666,5,6
5254,684,5,6
5255,682,5,6
5256,680,5,6
5257,683,5,6
5258,683,5,6
5259,683,5,6
5260,678,5,6
5261,677,5,6
5262,683,5,6
5263,679,5,6
5264,683,5,6
5265,687,5,6
5266,680,5,6
5267,685,5,6
5268,682,5,6
5269,684,5,6
5270,682,5,5
5271,690,5,6
5272,685,5,6
5273,683,5,6
5274,684,5,6
5275,683,5,6
5276,685,5,6
5277,679,5,6
5278,693,5,6
5279,681,5,6
5280,683,5,6
5281,684,5,5
5282,681,5,6
5283,681,5,6
5284,685,5,6
5285,682,5,6
5286,669,5,6
5287,676,5,6
5288,672,5,6
5289,674,5,6
5290,674,5,6
5291,668,5,6
5292,676,5,6
5293,667,5,6
5294,671,5,6
5295,665,5,6
5296,677,5,6
5297,671,5,6
5298,674,5,6
5299,674,5,6
5300,677,5,6
5301,675,5,6
5302,672,5,6
5303,670,5,6
5304,672,5,6
5305,674,5,6
5306,679,5,6
5307,673,5,6
5308,669,5,6
5309,674,5,6
5310,678,5,6
5311,677,5,6
5312,672,5,6
5313,679,5,5
5314,670,5,6
5315,674,5,6
5316,668,5,6
5317,672,5,6
5318,683,6,7
5319,685,5,6
5320,678,5,6
5321,682,5,6
5322,680,5,6
5323,680,5,6
5324,676,5,7
5325,680,5,6
5326,682,5,6
5327,680,5,6
5328,678,5,6
5329,680,5,6
5330,680,5,6
5331,682,5,6
5332,680,5,6
5333,680,5,7
5334,681,5,6
5335,679,5,6
5336,685,5,6
5337,679,5,6
5338,682,5,6
5339,681,5,6
5340,684,5,6
5341,684,5,6
5342,682,5,6
5343,683,5,6
5344,685,5,6
5345,685,5,6
5346,680,5,6
5347,680,5,6
5348,678,5,6
5349,683,5,6
5350,683,5,6
5351,671,5,6
5352,684,5,6
5353,672,5,6
5354,676,5,6
5355,670,5,6
5356,672,5,6
5357,677,5,6
5358,673,5,6
5359,678,5,6
5360,676,5,6
5361,685,5,6
5362,676,5,6
5363,674,5,6
5364,675,5,6
5365,674,5,6
5366,675,5,6
5367,678,5,6
5368,680,5,6
5369,674,5,6
5370,680,5,6
5371,674,5,6
5372,678,5,6
5373,678,5,6
5374,675,5,6
5375,680,5,6
5376,678,5,6
5377,683,5,6
5378,676,5,6
5379,679,5,6
5380,672,5,6
5381,678,6,7
5382,679,5,6
5383,674,5,6
5384,676,5,6
5385,680,5,6
5386,674,5,6
5387,677,5,6
5388,674,5,6
5389,680,5,6
5390,676,5,6
5391,680,5,6
5392,692,5,6
5393,684,5,6
5394,675,5,6
5395,680,5,6
5396,673,5,6
5397,672,5,6
5398,682,5,6
5399,677,5,6
5400,673,5,6
5401,674,5,6
5402,681,5,6
5403,677,5,6
5404,676,5,6
5405,680,5,6
5406,685,5,6
5407,676,5,6
5408,676,5,6
5409,671,5,6
5410,678,5,6
5411,678,5,6
5412,675,5,6
5413,676,5,6
5414,676,5,6
5415,673,5,6
5416,672,5,6
5417,672,5,6
5418,668,5,6
5419,665,5,5
5420,669,5,5
5421,672,5,6
5422,677,5,6
5423,671,5,6
5424,670,5,6
5425,676,5,6
5426,669,5,6
5427,669,5,6
5428,674,5,6
5429,676,5,6
5430,678,5,6
5431,675,5,6
5432,669,5,6
5433,675,5,6
5434,668,5,6
5435,674,5,6
5436,672,5,6
5437,674,5,6
5438,666,5,6
5439,676,5,6
5440,677,5,6
5441,676,5,6
5442,675,5,6
5443,676,5,6
5444,675,5,6
5445,672,6,7
5446,666,5,6
5447,672,5,6
5448,669,5,6
5449,666,5,6
5450,666,5,6
5451,676,5,6
5452,671,5,6
5453,664,5,5
5454,667,5,6
5455,669,5,6
5456,669,5,6
5457,669,5,6
5458,672,5,6
5459,672,5,6
5460,672,5,6
5461,668,5,6
5462,669,5,6
5463,672,5,6
5464,675,5,6
5465,671,5,6
5466,666,5,6
5467,672,5,6
5468,670,5,6
5469,666,5,6
5470,674,5,6
5471,665,5,6
5472,667,5,6
5473,672,5,6
5474,668,5,6
5475,668,5,6
5476,672,5,6
5477,670,5,6
5478,677,5,6
5479,676,5,6
5480,679,5,6
5481,680,5,6
5482,676,5,6
5483,679,5,6
5484,681,5,6
5485,678,5,6
5486,681,5,6
5487,678,5,6
5488,677,5,6
5489,676,5,6
5490,678,5,6
5491,678,5,6
5492,676,5,6
5493,678,5,6
5494,682,5,6
5495,677,5,6
5496,677,5,6
5497,680,5,6
5498,675,5,6
5499,679,5,6
5500,672,5,6
5501,678,5,6
5502,677,5,6
5503,673,5,6
5504,680,5,6
5505,675,5,6
5506,677,5,6
5507,678,5,6
5508,685,5,6
5509,681,5,7
5510,674,5,7
5511,668,5,6
5512,679,5,6
5513,672,5,6
5514,672,5,6
5515,673,5,6
5516,668,5,6
5517,670,5,6
5518,664,5,6
5519,665,5,6
5520,671,5,6
5521,669,5,6
5522,668,5,6
5523,670,5,6
5524,667,5,6
5525,671,5,6
5526,674,5,6
5527,666,5,6
5528,672,5,6
5529,664,5,6
5530,674,5,6
5531,672,5,6
5532,665,5,6
5533,670,5,5
5534,678,5,6
5535,668,5,6
5536,675,5,6
5537,672,5,6
5538,681,5,6
5539,675,5,6
5540,667,5,6
5541,669,5,6
5542,667,5,6
5543,675,5,7
5544,671,5,6
5545,677,5,6
5546,674,5,6
5547,667,5,6
5548,677,5,6
5549,672,5,6
5550,677,5,6
5551,670,5,6
5552,677,5,6
5553,678,5,6
5554,674,5,6
5555,671,5,6
5556,672,5,6
5557,671,5,6
5558,677,5,6
5559,677,5,6
5560,669,5,6
5561,675,5,6
5562,674,5,6
5563,678,5,6
5564,670,5,6
5565,675,5,6
5566,671,5,6
5567,676,5,6
5568,676,5,6
5569,678,5,6
5570,677,5,6
5571,673,5,6
5572,670,5,6
5573,673,5,6
5574,674,5,6
5575,673,5,6
5576,669,5,6
5577,677,5,6
5578,676,5,6
5579,671,5,6
5580,674,5,6
5581,676,5,6
5582,673,5,6
5583,679,5,6
5584,678,5,6
5585,673,5,6
5586,675,5,6
5587,671,5,6
5588,679,5,6
5589,672,5,6
5590,668,5,6
5591,673,5,6
5592,676,5,6
5593,670,5,6
5594,681,5,6
5595,678,5,6
5596,672,5,6
5597,671,5,6
5598,676,5,6
5599,668,5,6
5600,676,5,6
5601,674,5,6
5602,670,5,6
5603,678,5,6
5604,680,5,6
5605,672,5,6
5606,665,5,6
5607,665,5,6
5608,660,5,6
5609,667,5,6
5610,664,5,6
5611,664,5,6
5612,672,5,6
5613,666,5,6
5614,658,5,6
5615,659,5,6
5616,662,5,6
5617,664,5,6
5618,661,5,6
5619,665,5,5
5620,669,5,6
5621,661,5,6
5622,665,5,6
5623,668,5,6
5624,662,5,6
5625,663,5,6
5626,667,5,6
5627,660,5,6
5628,662,5,5
5629,663,5,5
5630,664,5,6
5631,667,5,5
5632,664,5,6
5633,662,5,5
5634,664,5,6
5635,661,6,7
5636,663,10,12
5637,664,16,18
5638,2028,3,4
5639,2035,3,4
5640,2035,3,4
5641,2036,3,4
5642,2023,3,4
5643,2028,3,4
5644,2036,3,4
5645,2021,3,4
5646,2029,3,4
5647,2025,3,4
5648,2031,3,4
5649,2029,3,4
5650,2026,3,4
5651,2026,3,4
5652,2022,3,4
5653,2033,3,4
5654,2018,3,4
5655,2026,3,4
5656,2025,3,4
5657,2027,3,4
5658,2026,3,4
5659,2018,3,3
5660,2018,3,4
5661,2033,3,4
5662,2023,3,3
5663,2033,3,4
5664,2029,3,4
5665,2036,3,3
5666,2031,3,4
5667,2025,3,4
5668,2027,3,4
5669,2032,3,3
5670,2027,3,3
5671,2024,3,3
5672,2033,3,4
5673,2029,3,3
5674,2025,3,3
5675,2024,3,3
5676,2022,3,3
5677,2027,3,3
5678,2023,3,3
5679,2029,3,3
5680,2022,3,3
5681,2027,3,4
5682,2030,3,3
5683,2027,3,3
5684,2026,3,3
5685,2031,3,3
5686,2023,3,3
5687,2025,3,4
5688,2026,3,3
5689,2027,3,3
5690,2034,3,3
5691,2025,3,3
5692,2030,3,3
5693,2029,3,3
5694,2026,3,3
5695,2022,3,4
5696,2024,3,3
5697,2027,3,4
5698,2022,3,3
5699,2032,3,4
5700,2027,3,4
5701,2030,3,4
5702,2058,3,3
5703,2053,3,3
5704,2037,3,3
5705,2053,3,3
5706,2052,12,12
5707,2038,3,3
5708,2056,3,4
5709,2057,3,3
5710,2039,3,4
5711,2040,3,3
5712,2037,3,3
5713,2054,3,3
5714,2056,3,4
5715,2056,3,4
5716,2064,3,4
5717,2054,3,4
5718,2057,3,3
5719,2054,3,4
5720,2057,3,3
5721,2054,3,3
5722,2060,3,4
5723,2037,3,3
5724,2054,3,3
5725,2060,3,4
5726,2041,3,4
5727,2034,3,3
5728,2058,3,4
5729,2056,3,4
5730,2063,3,4
5731,2062,3,4
5732,2054,3,4
5733,2052,8,10
5734,2058,3,4
5735,2059,3,4
5736,2062,3,4
5737,2040,3,4
5738,2058,3,4
5739,2052,3,4
5740,2053,3,4
5741,2035,4,4
5742,2056,3,4
5743,2058,3,4
5744,2041,3,4
5745,2058,3,4
5746,2056,3,4
5747,2052,8,10
5748,2058,3,4
5749,2039,3,4
5750,2060,3,4
5751,2058,3,4
5752,2056,4,4
5753,2051,10,11
5754,2056,4,4
5755,2052,3,4
5756,2056,4,4
5757,2054,4,4
5758,2054,3,4
5759,2054,4,4
5760,2060,4,4
5761,2060,4,4
5762,2056,4,4
5763,2057,4,4
5764,2036,4,4
5765,2055,4,4
5766,2054,4,4
5767,2054,3,4
5768,2035,3,4
5769,2041,4,4
5770,2051,4,7
5771,2034,3,4
5772,2035,4,4
5773,2058,4,4
5774,2054,3,4
5775,2033,3,4
5776,2032,3,4
5777,2035,3,4
5778,2034,3,4
5779,2058,3,4
5780,2051,3,4
5781,2035,3,4
5782,2039,4,4
5783,2033,3,4
5784,2040,3,4
5785,2056,3,4
5786,2053,3,4
5787,2038,3,4
5788,2033,3,4
5789,2056,3,4
5790,2033,3,4
5791,2054,3,4
5792,2052,4,9
5793,2052,3,4
5794,2035,3,4
5795,2052,3,4
5796,2052,3,4
5797,2034,3,4
5798,2030,3,4
5799,2055,3,4
5800,2036,3,4
5801,2038,3,4
5802,2039,4,4
5803,2053,3,4
5804,2056,3,4
5805,2039,4,4
5806,2039,3,4
5807,2058,3,4
5808,2036,3,4
5809,2036,3,4
5810,2039,3,4
5811,2039,4,4
5812,2053,3,4
5813,2039,3,4
5814,2037,3,4
5815,2039,4,4
5816,2035,3,4
5817,2038,3,4
5818,2052,4,4
5819,2034,3,4
5820,2035,3,4
5821,2036,3,4
5822,2040,3,4
5823,2039,3,4
5824,2036,3,4
5825,2040,3,4
5826,2040,3,4
5827,2041,3,4
5828,2041,12,13
5829,2040,3,4
5830,2057,3,4
5831,2041,12,12
5832,2053,3,4
5833,2056,3,4
5834,2058,3,4
5835,2039,3,4
5836,2052,11,12
5837,2064,3,4
5838,2056,4,4
5839,2053,4,4
5840,2061,3,4
5841,2041,4,4
5842,2058,4,4
5843,2055,3,4
5844,2056,3,4
5845,2058,3,4
5846,2063,3,4
5847,2059,3,4
5848,2056,4,4
5849,2067,3,4
5850,2053,3,4
5851,2057,3,4
5852,2053,3,4
5853,2038,3,4
5854,2054,3,4
5855,2054,3,4
5856,2056,3,4
5857,2060,3,4
5858,2062,3,4
5859,2057,3,4
5860,2053,8,11
5861,2053,3,4
5862,2053,4,4
5863,2052,7,10
5864,2056,4,4
5865,2041,4,4
5866,2038,4,4
5867,2054,4,4
5868,2058,4,4
5869,2055,4,4
5870,2041,4,4
5871,2052,8,10
5872,2054,4,4
5873,2067,4,4
5874,2054,4,4
5875,2053,4,4
5876,2052,4,4
5877,2040,4,4
5878,2061,4,4
5879,2053,4,4
5880,2055,4,4
5881,2052,11,12
5882,2056,4,4
5883,2054,4,4
